PMID;Title;Year;Organism;Product;Genes_and_modifications
11914362;Effect of aniA (carbon flux regulator) and PhaC (poly-beta-hydroxybutyrate synthase) mutations on pyruvate metabolism in Rhizobium etli.;2002;Rhizobium etli;PHB/PHA,Polycid:2hydroxybutyrate;{'PYC': 'Positive', 'aniA': 'Negative'}
11916689;Effects of growth mode and pyruvate carboxylase on succinic acid production by metabolically engineered strains of Escherichia coli.;2002;Escherichia coli;Succinate;{'ptsG': 'Other'}
11920450;Engineering of baker's yeasts, E. coli and Bacillus hosts for the production of Bacillus subtilis Lipase A.;2002;Bacillus subtilis;Enzymes;
11927254;Engineered urdamycin glycosyltransferases are broadened and altered in substrate specificity.;2002;Escherichia coli,Bacillus subtilis,Streptomyces fradiae;Aglycone;{'ble': 'Other', 'tem': 'Positive', 'BglII': 'Positive'}
11932446;Metabolic engineering of lactic acid bacteria, the combined approach: kinetic modelling, metabolic control and experimental analysis.;2002;Lactococcus lactis;;
11934294;An efficient enzymatic Baeyer-Villiger oxidation by engineered Escherichia coli cells under non-growing conditions.;2002;Escherichia coli;;
11934354;Genetically modified parthenocarpic eggplants: improved fruit productivity under both greenhouse and open field cultivation.;2002;;Parthenocarpic;
11935177;Importance of redox balance on the production of succinic acid by metabolically engineered Escherichia coli.;2002;Escherichia coli;Succinate;{'pfl': 'Positive', 'ldhA': 'Positive'}
11938465;Production of a novel FK520 analog in Streptomyces hygroscopicus: improving titer while minimizing impurities.;2002;Streptomyces hygroscopicus;Fk520analog;
11955068;Metabolic engineering of a methylmalonyl-CoA mutase-epimerase pathway for complex polyketide biosynthesis in Escherichia coli.;2002;Escherichia coli;Polyketide;
11963842;Comparative ethanol productivities of different Zymomonas recombinants fermenting oat hull hydrolysate.;2001;Zymomonas mobilis;Enzymes;
11981561;An array of target-specific screening strains for antibacterial discovery.;2002;Escherichia coli;;
11988503;The ARO4 gene of Candida albicans encodes a tyrosine-sensitive DAHP synthase: evolution, functional conservation and phenotype of Aro3p-, Aro4p-deficient mutants.;2002;Candida albicans;Aromaticaminoacid;{'aro3': 'Negative', 'aro4': 'Other', 'ARO4': 'Negative,Positive'}
11988513;Identification of novel sulfur-containing bacterial polyesters: biosynthesis of poly(3-hydroxy-S-propyl-omega-thioalkanoates) containing thioether linkages in the side chains.;2002;Pseudomonas mendocina,Cupriavidus necator;Poly3hydroxyspropylomegathioalkanoate;
12001163;Metabolic engineering of Pseudomonas putida for the utilization of parathion as a carbon and energy source.;2002;Pseudomonas putida;;{'opd': 'Positive'}
12005535;Engineering of Cupriavidus necator for production of poly(3-hydroxybutyrate-co-3-hydroxyhexanoate) from fructose and solid-state properties of the copolymer.;2002;Cupriavidus necator;;
12009796;A general method for determining the contribution of split pathways in metabolite production in the yeast Saccharomyces cerevisiae.;2002;Saccharomyces cerevisiae;;
12009797;Metabolic engineering through cofactor manipulation and its effects on metabolic flux redistribution in Escherichia coli.;2002;Escherichia coli;;{'pncB': 'Positive'}
12018261;Characterization of heterologous and native enzyme activity profiles in metabolically engineered Zymomonas mobilis strains during batch fermentation of glucose and xylose mixtures.;2002;Zymomonas mobilis;;
12018270;Performance testing of Zymomonas mobilis metabolically engineered for cofermentation of glucose, xylose, and arabinose.;2002;Zymomonas mobilis;Enzymes;
12038975;In vitro evolution of a polyhydroxybutyrate synthase by intragenic suppression-type mutagenesis.;2002;Cupriavidus necator;;
12039719;Isomaltulose synthase from Klebsiella sp. strain LX3: gene cloning and characterization and engineering of thermostability.;2002;Klebsiella sp LX3;Sucrose;{'PalI': 'Positive'}
12039737;Metabolic engineering of glycerol production in Saccharomyces cerevisiae.;2002;Saccharomyces cerevisiae;Glycerol;{'TPI1': 'Negative'}
12039744;Cloning and characterization of the Zymobacter palmae pyruvate decarboxylase gene (pdc) and comparison to bacterial homologues.;2002;Zymobacter palmae;Ethanol;{'pdc': 'Other'}
12042246;A new fermentation process allows large-scale production of human milk oligosaccharides by metabolically engineered bacteria.;2002;Escherichia coli,Neisseria meningitidis;;{'lgtA': 'Positive', 'CMP': 'Positive', 'lgtB': 'Positive'}
12060743;The biosynthetic gene cluster of the maytansinoid antitumor agent ansamitocin from Actinosynnema pretiosum.;2002;Actinosynnema pretiosum;Maytansinoid;{'asm19': 'Negative', 'kbp': 'Negative,Positive', 'asmB': 'Negative', 'SacI': 'Negative', 'rifK': 'Other', 'car': 'Positive'}
12074085;Application of metabolic engineering to improve both the production and use of biotech indigo.;2002;Escherichia coli,Pseudomonas putida;Tech;{'tktA': 'Positive'}
12079784;Engineering deoxysugar biosynthetic pathways from antibiotic-producing microorganisms. A tool to produce novel glycosylated bioactive compounds.;2002;Streptomyces antibioticus;Oleandrose;{'oleW': 'Negative', 'oleV': 'Negative'}
12081961;Identification of a new class of cytochrome P450 from a Rhodococcus sp.;2002;Rhodococcus sp;;{'NdeI': 'Other'}
12084982;In vivo fucosylation of lacto-N-neotetraose and lacto-N-neohexaose by heterologous expression of Helicobacter pylori alpha-1,3 fucosyltransferase in engineered Escherichia coli.;2001;Escherichia coli,Helicobacter pylori;Fucosylatednacetyllactosamineoligosaccharide;{'wcaJ': 'Other', 'GDP': 'Other'}
12089005;Process and metabolic strategies for improved production of Escherichia coli-derived 6-deoxyerythronolide B.;2002;Escherichia coli;Deoxyerythronolide;{'PKS': 'Other,Positive'}
12089012;Wine yeast strains engineered for glycogen overproduction display enhanced viability under glucose deprivation conditions.;2002;Saccharomyces cerevisiae,Aspergillus niger;Glycogen;{'GPH1': 'Negative'}
12089046;Biodegradation of 1,2,3-trichloropropane through directed evolution and heterologous expression of a haloalkane dehalogenase gene.;2002;Rhodococcus sp m15;Intentionaltcp;{'dhaA': 'Other,Positive', 'AD1': 'Positive'}
12089320;The final acylation step in taxol biosynthesis: cloning of the taxoid C13-side-chain N-benzoyltransferase from Taxus.;2002;Escherichia coli;Paclitaxel;
12089557;Genetic engineering of aminodeoxyhexose biosynthesis in Streptomyces fradiae.;2002;Streptomyces fradiae;Aminodeoxyhexose;
12103361;Metabolomics: quantification of intracellular metabolite dynamics.;2002;Escherichia coli;;
12110893;Overexpression of beta-carotene hydroxylase enhances stress tolerance in Arabidopsis.;2002;;Oxygenatom;
12111150;Metabolic engineering of Saccharomyces cerevisiae for production of novel lipid compounds.;2002;Saccharomyces cerevisiae;Lipids;
12112241;Dehydroepiandrosterone (DHEA) metabolism in Saccharomyces cerevisiae expressing mammalian steroid hydroxylase CYP7B: Ayr1p and Fox2p display 17beta-hydroxysteroid dehydrogenase activity.;2002;Saccharomyces cerevisiae;Fegersheimbp,Lillyfrance;{'AYR1': 'Negative,Positive', 'trp': 'Negative'}
12115428;Metabolic pathway analysis of a recombinant yeast for rational strain development.;2002;Saccharomyces cerevisiae;PHB/PHA;
12120151;Engineered biosynthesis of novel spinosyns bearing altered deoxyhexose substituents.;2002;Saccharopolyspora erythraea;Spinosyn;
12141877;A new cytotoxic epothilone from modified polyketide synthases heterologously expressed in Myxococcus xanthus.;2002;Myxococcus xanthus;Epothilone;
12147480;Metabolic engineering of a novel propionate-independent pathway for the production of poly(3-hydroxybutyrate-co-3-hydroxyvalerate) in recombinant Salmonella enterica serovar typhimurium.;2002;Salmonella enterica;;{'sbm': 'Positive', 'prpC': 'Other,Negative', 'tem': 'Negative', 'cro': 'Positive', 'ygfG': 'Positive'}
12153300;Improving 1,3-propanediol production from glycerol in a metabolically engineered Escherichia coli by reducing accumulation of sn-glycerol-3-phosphate.;2002;Escherichia coli;Propanediol;
12165297;Long chain polyunsaturated fatty acid production and partitioning to triacylglycerols in four microalgae.;2002;Thalassiosira pseudonana,Phaeodactylum tricornutum,Nannochloropsis oculata;Fatty acids;
12193782;C-O bond formation by polyketide synthases.;2002;Streptomyces griseus;Nonactin;{'PKS': 'Other'}
12198182;Biosynthesis of terpenes: studies on 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase.;2002;Escherichia coli;Terpene;{'lytB': 'Other', 'ispH': 'Other'}
12209794;Overexpression of an archaeal protein in yeast: secretion bottleneck at the ER.;2002;Saccharomyces cerevisiae,Escherichia coli,Pyrococcus furiosus;;
12209821;Cell-Surface display of heterologous proteins: From high-throughput screening to environmental applications.;2002;Escherichia coli;;
12209828;Inverse metabolic engineering: a strategy for directed genetic engineering of useful phenotypes.;2002;Saccharomyces cerevisiae,Pseudomonas aeruginosa,Bacillus subtilis,Escherichia coli,Streptomyces lividans,Acremonium chrysogenum,Corynebacterium glutamicum,Streptomyces coelicolor,Streptomyces rimosus;Hemoglobcould;{'vhb': 'Other,Negative,Positive', 'oxy': 'Positive', 'syn': 'Positive'}
12222687;N-hydroxyarylamine O-acetyltransferase-deficient Escherichia coli strains are resistant to the mutagenicity of nitro compounds.;2002;Escherichia coli;;{'nhoA': 'Other'}
12226719;An improved stereoselective reduction of a bicyclic diketone by Saccharomyces cerevisiae combining process optimization and strain engineering.;2002;Saccharomyces cerevisiae;;
12241042;Carbon flux analysis in a pantothenate overproducing Corynebacterium glutamicum strain.;2002;Corynebacterium glutamicum;Pantothenate;
12323376;A gene cluster from a marine Streptomyces encoding the biosynthesis of the aromatic spiroketal polyketide griseorhodin A.;2002;Streptomyces lividans;Aromaticspiroketalpolyketide;{'cut': 'Positive', 'BglII': 'Positive'}
12324313;Functional expression of enterobacterial O-polysaccharide biosynthesis enzymes in Bacillus subtilis.;2002;Bacillus subtilis;Enzymes;{'rfe': 'Positive', 'wecA': 'Positive', 'rfbF': 'Positive', 'wbbO': 'Positive'}
12324314;Engineering of primary carbon metabolism for improved antibiotic production in Streptomyces lividans.;2002;Streptomyces lividans;Antibiotics;{'zwf': 'Negative'}
12324364;Direct and efficient production of ethanol from cellulosic material with a yeast strain displaying cellulolytic enzymes.;2002;Aspergillus aculeatus,Saccharomyces cerevisiae,Trichoderma reesei;Ethanol;
12351232;Cellulomonas flavigena: characterization of an endo-1,4-xylanase tightly induced by sugarcane bagasse.;2002;Cellulomonas flavigena;Xyncfla;
12351234;Metabolic engineering of Escherichia coli for the production of medium-chain-length polyhydroxyalkanoates rich in specific monomers.;2002;Escherichia coli;Polyhydroxyalkanoaterich;
12384577;Bottlenecks for metabolic engineering of isoflavone glycoconjugates in Arabidopsis.;2002;Agrobacterium tumefaciens;Anthocyanin;
12406762;Metabolic engineering of acetaldehyde production by Streptococcus thermophilus.;2002;Streptococcus thermophilus;Acetaldehyde;{'glyA': 'Other,Negative'}
12407454;Fermentation of sugar mixtures using Escherichia coli catabolite repression mutants engineered for production of L-lactic acid.;2002;Escherichia coli;Lactate;{'xylB': 'Other', 'ptsG': 'Negative', 'xylA': 'Other', 'ldh': 'Positive', 'pfl': 'Other', 'ldhA': 'Other'}
12413786;Integration of production and aqueous two-phase systems extraction of extracellular Fusarium solani pisi cutinase fusion proteins.;2003;Fusarium solani;Twophase;
12435501;Heterologous expression of nonribosomal peptide synthetases in B. subtilis: construction of a bi-functional B subtilis/E coli shuttle vector system.;2002;Escherichia coli,Bacillus subtilis;Antibiotics;{'NRPS': 'Positive'}
12445768;Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.;2002;Streptomyces coelicolor;Antibiotics;{'hmaS': 'Negative', 'SCO3229': 'Negative'}
12450840;Novel food-grade plasmid vector based on melibiose fermentation for the genetic engineering of Lactococcus lactis.;2002;Lactococcus lactis;Starter;{'galA': 'Other'}
12475617;Expression of a Streptomyces 3-hydroxysteroid oxidase gene in oilseeds for converting phytosterols to phytostanols.;2003;Streptomyces hygroscopicus,Glycine max;Other biofuels;
12482950;Discovery of sulfated metabolites in mycobacteria with a genetic and mass spectrometric approach.;2002;Mycolicibacterium smegmatis,Mycobacterium tuberculosis;Trehalose2sulfate;
12498889;The albonoursin gene Cluster of S noursei biosynthesis of diketopiperazine metabolites independent of nonribosomal peptide synthetases.;2002;Streptomyces noursei,Streptomyces lividans;Diketopiperazine;{'CDO': 'Negative,Positive', 'NRPS': 'Positive', 'orf6': 'Negative', 'albC': 'Negative', 'albB': 'Other,Negative', 'orf4': 'Negative', 'albD': 'Negative', 'albA': 'Other'}
12514000;Synthesis of GDP-mannose and mannosylglycerate from labeled mannose by genetically engineered Escherichia coli without loss of specific isotopic enrichment.;2003;Escherichia coli;Gdpmannosemannosylglycerate;{'manA': 'Negative'}
12514021;Production of optically pure D-lactic acid in mineral salts medium by metabolically engineered Escherichia coli W3110.;2003;Escherichia coli;Lactate;{'ackA': 'Other'}
12514032;Enhanced toxic metal accumulation in engineered bacterial cells expressing Arabidopsis thaliana phytochelatin synthase.;2003;Escherichia coli;;
12514739;Total biosynthesis of hydrocortisone from a simple carbon source in yeast.;2003;Saccharomyces cerevisiae;Cortisol;{'ATF2': 'Negative', 'GCY1': 'Negative'}
12514800;Synthesis of 3-tert-butylcatechol by an engineered monooxygenase.;2003;Escherichia coli;Tertbutylcatechol;
12524550;Engineering increased vitamin C levels in plants by overexpression of a D-galacturonic acid reductase.;2003;;Ascorbate;
12529882;Use of the two-liquid phase concept to exploit kinetically controlled multistep biocatalysis.;2003;Escherichia coli,Pseudomonas putida;Dimethylbenzaldehyde;
12534808;UDP-galactose 4-epimerase: a key enzyme in exopolysaccharide formation by Lactobacillus casei CRL 87 in controlled pH batch cultures.;2003;Lacticaseibacillus casei;Exopolysaccharide;{'galE': 'Other,Negative'}
12538911;Modification of biologically active peptides: production of a novel lipohexapeptide after engineering of Bacillus subtilis surfactin synthetase.;2002;Bacillus subtilis;Lipohexapeptide;{'apr': 'Positive', 'comS': 'Positive', 'lacI': 'Positive'}
12545384;The effect of carbon sources and lactate dehydrogenase deletion on 1,2-propanediol production in Escherichia coli.;2003;Escherichia coli;Propanediol;
12548887;[The selection of fluoroacetate-resistant mutant from E. coli MMR204 and its influence on the expression of heterologous GL-7ACA acylase].;2000;Escherichia coli;Proteins;
12548992;[Gene cloning and expression of prolyl endopeptidase from Aeromonas caviae].;2000;Aeromonas caviae;;
